"task","code","cue","response","target","TSR_score","strict","lenient","condition"
1,39148,"orange","flower","flower",100,"correct","correct","trial"
1,39148,"orphan","compute","compute",100,"correct","correct","A1_B2"
1,39148,"pageant","IDK","nurse",0,"wrong","wrong","A2_B2"
1,39148,"pigeon","ominous","ominous",100,"correct","correct","A1_B1"
1,39148,"poised","fatal","fatal",100,"correct","correct","A1_B2"
1,39148,"proposal","IDK","vitamin",20,"wrong","wrong","A1_B1"
1,39148,"publicity","hairdo","hairdo",100,"correct","correct","A2_B1"
1,39148,"publish","IDK","donation",18,"wrong","wrong","A2_B1"
1,39148,"sacred","regard","regard",100,"correct","correct","A2_B2"
1,39148,"sewer","litter","litter",100,"correct","correct","A2_B1"
1,39148,"surgical","breed","breed",100,"correct","correct","A1_B2"
1,39148,"vessel","wasp","wasp",100,"correct","correct","A1_B1"
1,39185,"adjust","IDK","portray",0,"wrong","wrong","A2_B2"
1,39185,"anguish","harass","habitat",46,"wrong","wrong","A2_B2"
1,39185,"apple","fruit","fruit",100,"correct","correct","trial"
1,39185,"banner","venom","venom",100,"correct","correct","A2_B1"
1,39185,"bloom","poised","annual",0,"wrong","wrong","A1_B2"
1,39185,"boost","IDK","guiding",40,"wrong","wrong","A1_B1"
1,39185,"breeding","IDK","frozen",0,"wrong","wrong","A1_B2"
1,39185,"broker","knob","knob",100,"correct","correct","A1_B1"
1,39185,"click","compute","compute",100,"correct","correct","A2_B2"
1,39185,"compound","IDK","regard",22,"wrong","wrong","A2_B2"
1,39185,"confined","prolong","divine",15,"wrong","wrong","A1_B1"
1,39185,"cosmic","prolong","prolong",100,"correct","correct","A1_B2"
1,39185,"currency","banking","banking",100,"correct","correct","A2_B1"
1,39185,"delayed","IDK","ominous",20,"wrong","wrong","A1_B2"
1,39185,"demand","crack","crack",100,"correct","correct","A2_B1"
1,39185,"depend","natives","natives",100,"correct","correct","A1_B1"
1,39185,"dive","IDK","wizard",44,"wrong","wrong","A2_B1"
1,39185,"donation","IDK","nuisance",18,"wrong","wrong","A2_B2"
1,39185,"editing","IDK","oyster",0,"wrong","wrong","A2_B1"
1,39185,"gallery","IDK","hunter",0,"wrong","wrong","A1_B2"
1,39185,"gifted","mature","frontier",29,"wrong","wrong","A1_B1"
1,39185,"grape","flower","flower",100,"correct","correct","trial"
1,39185,"harass","IDK","striped",40,"wrong","wrong","A2_B1"
1,39185,"heroic","folklore","folklore",100,"correct","correct","A2_B1"
1,39185,"laser","spacious","spacious",100,"correct","correct","A2_B2"
1,39185,"liberty","upon","upon",100,"correct","correct","A1_B2"
1,39185,"madness","IDK","writer",22,"wrong","wrong","A2_B2"
1,39185,"modesty","flyer","flyer",100,"correct","correct","A1_B1"
1,39185,"mole","nurse","mature",55,"wrong","wrong","A2_B2"
1,39185,"mutant","giggle","giggle",100,"correct","correct","A1_B2"
1,39185,"olive","nurse","nurse",100,"correct","correct","A1_B1"
1,39185,"orange","tree","tree",100,"correct","correct","trial"
1,39185,"orphan","IDK","educate",20,"wrong","wrong","A1_B2"
1,39185,"pageant","fatal","fatal",100,"correct","correct","A2_B2"
1,39185,"pigeon","mischief","mischief",100,"correct","correct","A1_B1"
1,39185,"poised","flyer","east",22,"wrong","wrong","A1_B2"
1,39185,"proposal","IDK","wasp",0,"wrong","wrong","A1_B1"
1,39185,"publicity","vitamin","vitamin",100,"correct","correct","A2_B1"
1,39185,"publish","hunter","donation",29,"wrong","wrong","A2_B1"
1,39185,"sacred","IDK","breed",25,"wrong","wrong","A2_B2"
1,39185,"sewer","litter","litter",100,"correct","correct","A2_B1"
1,39185,"surgical","IDK","chemist",20,"wrong","wrong","A1_B2"
1,39185,"vessel","hairdo","hairdo",100,"correct","correct","A1_B1"
1,39191,"adjust","oyster","oyster",100,"correct","correct","A2_B2"
1,39191,"anguish","idk","nurse",0,"wrong","wrong","A2_B2"
1,39191,"apple","fruit","fruit",100,"correct","correct","trial"
1,39191,"banner","upon","upon",100,"correct","correct","A2_B1"
1,39191,"bloom","annual","annual",100,"correct","correct","A1_B2"
1,39191,"boost","idk","nuisance",18,"wrong","wrong","A1_B1"
1,39191,"breeding","idk","frozen",0,"wrong","wrong","A1_B2"
1,39191,"broker","annual","knob",20,"wrong","wrong","A1_B1"
1,39191,"click","ominous","ominous",100,"correct","correct","A2_B2"
1,39191,"compound","idk","chemist",20,"wrong","wrong","A2_B2"
1,39191,"confined","idk","portray",0,"wrong","wrong","A1_B1"
1,39191,"cosmic","donation","donation",100,"correct","correct","A1_B2"
1,39191,"currency","idk","habitat",20,"wrong","wrong","A2_B1"
1,39191,"delayed","idk","mature",0,"wrong","wrong","A1_B2"
1,39191,"demand","upon","wasp",25,"wrong","wrong","A2_B1"
1,39191,"depend","idk","natives",20,"wrong","wrong","A1_B1"
1,39191,"dive","idk","educate",20,"wrong","wrong","A2_B1"
1,39191,"donation","cosmic","spacious",43,"wrong","wrong","A2_B2"
1,39191,"editing","divine","divine",100,"correct","correct","A2_B1"
1,39191,"gallery","idk","prolong",0,"wrong","wrong","A1_B2"
1,39191,"gifted","mole","frontier",33,"wrong","wrong","A1_B1"
1,39191,"grape","flower","flower",100,"correct","correct","trial"
1,39191,"harass","flyer","flyer",100,"correct","correct","A2_B1"
1,39191,"heroic","idk","litter",22,"wrong","wrong","A2_B1"
1,39191,"laser","hunter","hunter",100,"correct","correct","A2_B2"
1,39191,"liberty","breed","breed",100,"correct","correct","A1_B2"
1,39191,"madness","idk","folklore",18,"wrong","wrong","A2_B2"
1,39191,"modesty","IDK","banking",20,"wrong","wrong","A1_B1"
1,39191,"mole","idk ","writer",22,"wrong","wrong","A2_B2"
1,39191,"mutant","fatal","fatal",100,"correct","correct","A1_B2"
1,39191,"olive","striped","striped",100,"correct","correct","A1_B1"
1,39191,"orange","tree","tree",100,"correct","correct","trial"
1,39191,"orphan","idk","wizard",44,"wrong","wrong","A1_B2"
1,39191,"pageant","giggle","giggle",100,"correct","correct","A2_B2"
1,39191,"pigeon","idk","mischief",18,"wrong","wrong","A1_B1"
1,39191,"poised","idk","east",0,"wrong","wrong","A1_B2"
1,39191,"proposal","idk","crack",25,"wrong","wrong","A1_B1"
1,39191,"publicity","vitamin","vitamin",100,"correct","correct","A2_B1"
1,39191,"publish","guiding","guiding",100,"correct","correct","A2_B1"
1,39191,"sacred","venom","venom",100,"correct","correct","A2_B2"
1,39191,"sewer","idk","compute",0,"wrong","wrong","A2_B1"
1,39191,"surgical","hairdo","hairdo",100,"correct","correct","A1_B2"
1,39191,"vessel","idk","regard",22,"wrong","wrong","A1_B1"
1,39275,"adjust","idk","guiding",40,"wrong","wrong","A2_B2"
1,39275,"anguish","idk","flyer",0,"wrong","wrong","A2_B2"
1,39275,"apple","fruit","fruit",100,"correct","correct","trial"
1,39275,"banner","chemist","chemist",100,"correct","correct","A2_B1"
1,39275,"bloom","idk","banking",20,"wrong","wrong","A1_B2"
1,39275,"boost","idk","spacious",18,"wrong","wrong","A1_B1"
1,39275,"breeding","idk","frozen",0,"wrong","wrong","A1_B2"
1,39275,"broker","idk","giggle",22,"wrong","wrong","A1_B1"
1,39275,"click","educate\","educate",100,"correct","correct","A2_B2"
1,39275,"compound","idk","regard",22,"wrong","wrong","A2_B2"
1,39275,"confined","idk","divine",22,"wrong","wrong","A1_B1"
1,39275,"cosmic","oyster","oyster",100,"correct","correct","A1_B2"
1,39275,"currency","idk","habitat",20,"wrong","wrong","A2_B1"
1,39275,"delayed","idk","wizard",44,"wrong","wrong","A1_B2"
1,39275,"demand","vitamin","vitamin",100,"correct","correct","A2_B1"
1,39275,"depend"," idk","breed",25,"wrong","wrong","A1_B1"
1,39275,"dive","idk","ominous",20,"wrong","wrong","A2_B1"
1,39275,"donation","litter","prolong",15,"wrong","wrong","A2_B2"
1,39275,"editing","idk","hunter",0,"wrong","wrong","A2_B1"
1,39275,"gallery","nuisance","nuisance",100,"correct","correct","A1_B2"
1,39275,"gifted","idk","compute",0,"wrong","wrong","A1_B1"
1,39275,"grape","flower","flower",100,"correct","correct","trial"
1,39275,"harass","idk","fatal",0,"wrong","wrong","A2_B1"
1,39275,"heroic","idk","frontier",18,"wrong","wrong","A2_B1"
1,39275,"laser","potray","portray",92,"wrong","correct","A2_B2"
1,39275,"liberty","idk","upon",0,"wrong","wrong","A1_B2"
1,39275,"madness","writer","writer",100,"correct","correct","A2_B2"
1,39275,"modesty","nurse","nurse",100,"correct","correct","A1_B1"
1,39275,"mole","idk","litter",22,"wrong","wrong","A2_B2"
1,39275,"mutant","annual","annual",100,"correct","correct","A1_B2"
1,39275,"olive","knob","knob",100,"correct","correct","A1_B1"
1,39275,"orange","tree","tree",100,"correct","correct","trial"
1,39275,"orphan","mischief","mischief",100,"correct","correct","A1_B2"
1,39275,"pageant","east","east",100,"correct","correct","A2_B2"
1,39275,"pigeon","mature","mature",100,"correct","correct","A1_B1"
1,39275,"poised","striped","striped",100,"correct","correct","A1_B2"
1,39275,"proposal","idk","hairdo",44,"wrong","wrong","A1_B1"
1,39275,"publicity","idk","natives",20,"wrong","wrong","A2_B1"
1,39275,"publish","donation","donation",100,"correct","correct","A2_B1"
1,39275,"sacred","idk","crack",25,"wrong","wrong","A2_B2"
1,39275,"sewer","folklore","folklore",100,"correct","correct","A2_B1"
1,39275,"surgical","wasp","wasp",100,"correct","correct","A1_B2"
1,39275,"vessel","venom","venom",100,"correct","correct","A1_B1"
1,39293,"adjust","nuisance","nuisance",100,"correct","correct","A2_B2"
1,39293,"anguish","flyer","flyer",100,"correct","correct","A2_B2"
1,39293,"apple","tree","tree",100,"correct","correct","trial"
1,39293,"banner","chemist","chemist",100,"correct","correct","A2_B1"
1,39293,"bloom","knob","knob",100,"correct","correct","A1_B2"
1,39293,"boost","divine","divine",100,"correct","correct","A1_B1"
1,39293,"breeding","frozen","frozen",100,"correct","correct","A1_B2"
1,39293,"broker","idk","annual",0,"wrong","wrong","A1_B1"
1,39293,"click","writer","writer",100,"correct","correct","A2_B2"
1,39293,"compound","vitamin","vitamin",100,"correct","correct","A2_B2"
1,39293,"confined","oyster","oyster",100,"correct","correct","A1_B1"
1,39293,"cosmic","portray","portray",100,"correct","correct","A1_B2"
1,39293,"currency","striped","striped",100,"correct","correct","A2_B1"
1,39293,"delayed","wizard","wizard",100,"correct","correct","A1_B2"
1,39293,"demand","hairdo","hairdo",100,"correct","correct","A2_B1"
1,39293,"depend","idk","breed",25,"wrong","wrong","A1_B1"
1,39293,"dive","compute","compute",100,"correct","correct","A2_B1"
1,39293,"donation","hunter","hunter",100,"correct","correct","A2_B2"
1,39293,"editing","donation","donation",100,"correct","correct","A2_B1"
1,39293,"gallery","spacious","spacious",100,"correct","correct","A1_B2"
1,39293,"gifted","mischief","mischief",100,"correct","correct","A1_B1"
1,39293,"grape","fruit","fruit",100,"correct","correct","trial"
1,39293,"harass","giggle","giggle",100,"correct","correct","A2_B1"
1,39293,"heroic","litter","litter",100,"correct","correct","A2_B1"
1,39293,"laser","guide","guiding",67,"wrong","wrong","A2_B2"
1,39293,"liberty","idk","regard",22,"wrong","wrong","A1_B2"
1,39293,"madness","folklore","folklore",100,"correct","correct","A2_B2"
1,39293,"modesty","idk","fatal",0,"wrong","wrong","A1_B1"
1,39293,"mole","ominous","ominous",100,"correct","correct","A2_B2"
1,39293,"mutant","habitat","habitat",100,"correct","correct","A1_B2"
1,39293,"olive","nurse","nurse",100,"correct","correct","A1_B1"
1,39293,"orange","flower","flower",100,"correct","correct","trial"
1,39293,"orphan","mature","mature",100,"correct","correct","A1_B2"
1,39293,"pageant","east","east",100,"correct","correct","A2_B2"
1,39293,"pigeon","educate","educate",100,"correct","correct","A1_B1"
1,39293,"poised","idk","banking",20,"wrong","wrong","A1_B2"
1,39293,"proposal","wasp","wasp",100,"correct","correct","A1_B1"
1,39293,"publicity","idk","upon",0,"wrong","wrong","A2_B1"
1,39293,"publish","prolong","prolong",100,"correct","correct","A2_B1"
1,39293,"sacred","crack","crack",100,"correct","correct","A2_B2"
1,39293,"sewer","frontier","frontier",100,"correct","correct","A2_B1"
1,39293,"surgical","venom","venom",100,"correct","correct","A1_B2"
1,39293,"vessel","natives","natives",100,"correct","correct","A1_B1"
1,39296,"adjust","IDK","portray",0,"wrong","wrong","A2_B2"
1,39296,"anguish","east","east",100,"correct","correct","A2_B2"
1,39296,"apple","flower","flower",100,"correct","correct","trial"
1,39296,"banner","IDK","wasp",0,"wrong","wrong","A2_B1"
1,39296,"bloom","flower","fatal",36,"wrong","wrong","A1_B2"
1,39296,"boost","IDK","donation",18,"wrong","wrong","A1_B1"
1,39296,"breeding","IDK","oyster",0,"wrong","wrong","A1_B2"
1,39296,"broker","banker","banking",62,"wrong","wrong","A1_B1"
1,39296,"click","IDK","compute",0,"wrong","wrong","A2_B2"
1,39296,"compound","crack","crack",100,"correct","correct","A2_B2"
1,39296,"confined","IDK","divine",22,"wrong","wrong","A1_B1"
1,39296,"cosmic","IDK","prolong",0,"wrong","wrong","A1_B2"
1,39296,"currency","IDK","habitat",20,"wrong","wrong","A2_B1"
1,39296,"delayed","IDK","mature",0,"wrong","wrong","A1_B2"
1,39296,"demand","IDK","hairdo",44,"wrong","wrong","A2_B1"
1,39296,"depend","IDK","venom",0,"wrong","wrong","A1_B1"
1,39296,"dive","frontier","mischief",25,"wrong","wrong","A2_B1"
1,39296,"donation","IDK","hunter",0,"wrong","wrong","A2_B2"
1,39296,"editing","IDK","nuisance",18,"wrong","wrong","A2_B1"
1,39296,"gallery","IDK","spacious",18,"wrong","wrong","A1_B2"
1,39296,"gifted","IDK","educate",20,"wrong","wrong","A1_B1"
1,39296,"grape","tree","tree",100,"correct","correct","trial"
1,39296,"harass","nurse","nurse",100,"correct","correct","A2_B1"
1,39296,"heroic","wizard","wizard",100,"correct","correct","A2_B1"
1,39296,"laser","IDK","frozen",0,"wrong","wrong","A2_B2"
1,39296,"liberty","IDK","natives",20,"wrong","wrong","A1_B2"
1,39296,"madness","IDK","frontier",18,"wrong","wrong","A2_B2"
1,39296,"modesty","IDK","striped",40,"wrong","wrong","A1_B1"
1,39296,"mole","IDK","litter",22,"wrong","wrong","A2_B2"
1,39296,"mutant","IDK","flyer",0,"wrong","wrong","A1_B2"
1,39296,"olive","poised","annual",0,"wrong","wrong","A1_B1"
1,39296,"orange","fruit","fruit",100,"correct","correct","trial"
1,39296,"orphan","writer","writer",100,"correct","correct","A1_B2"
1,39296,"pageant","IDK","knob",29,"wrong","wrong","A2_B2"
1,39296,"pigeon","folklore","folklore",100,"correct","correct","A1_B1"
1,39296,"poised","elegant","giggle",31,"wrong","wrong","A1_B2"
1,39296,"proposal","IDK","vitamin",20,"wrong","wrong","A1_B1"
1,39296,"publicity","demand","regard",50,"wrong","wrong","A2_B1"
1,39296,"publish","IDK","guiding",40,"wrong","wrong","A2_B1"
1,39296,"sacred","chemist","chemist",100,"correct","correct","A2_B2"
1,39296,"sewer","IDK","ominous",20,"wrong","wrong","A2_B1"
1,39296,"surgical","demand","breed",36,"wrong","wrong","A1_B2"
1,39296,"vessel","IDK","upon",0,"wrong","wrong","A1_B1"
1,39301,"adjust","guidance","oyster",14,"wrong","wrong","A2_B2"
1,39301,"anguish","IDK","east",0,"wrong","wrong","A2_B2"
1,39301,"apple","flower","flower",100,"correct","correct","trial"
1,39301,"banner","wasp","wasp",100,"correct","correct","A2_B1"
1,39301,"bloom","annual","annual",100,"correct","correct","A1_B2"
1,39301,"boost","IDK","guiding",40,"wrong","wrong","A1_B1"
1,39301,"breeding","hunter","hunter",100,"correct","correct","A1_B2"
1,39301,"broker","IDK","giggle",22,"wrong","wrong","A1_B1"
1,39301,"click","mature","mature",100,"correct","correct","A2_B2"
1,39301,"compound","crack","crack",100,"correct","correct","A2_B2"
1,39301,"confined","IDK","portray",0,"wrong","wrong","A1_B1"
1,39301,"cosmic","prolong","prolong",100,"correct","correct","A1_B2"
1,39301,"currency","IDK","nurse",0,"wrong","wrong","A2_B1"
1,39301,"delayed","writer","writer",100,"correct","correct","A1_B2"
1,39301,"demand","upon","breed",0,"wrong","wrong","A2_B1"
1,39301,"depend","regards","regard",92,"wrong","correct","A1_B1"
1,39301,"dive","litter","litter",100,"correct","correct","A2_B1"
1,39301,"donation","IDK","spacious",18,"wrong","wrong","A2_B2"
1,39301,"editing","frozen","frozen",100,"correct","correct","A2_B1"
1,39301,"gallery","IDK","divine",22,"wrong","wrong","A1_B2"
1,39301,"gifted","compute","compute",100,"correct","correct","A1_B1"
1,39301,"grape","fruit","fruit",100,"correct","correct","trial"
1,39301,"harass","knob","knob",100,"correct","correct","A2_B1"
1,39301,"heroic","folklore","folklore",100,"correct","correct","A2_B1"
1,39301,"laser","IDK","nuisance",18,"wrong","wrong","A2_B2"
1,39301,"liberty","IDK","chemist",20,"wrong","wrong","A1_B2"
1,39301,"madness","ominous","ominous",100,"correct","correct","A2_B2"
1,39301,"modesty","striped","striped",100,"correct","correct","A1_B1"
1,39301,"mole","wizard","wizard",100,"correct","correct","A2_B2"
1,39301,"mutant","fatal","fatal",100,"correct","correct","A1_B2"
1,39301,"olive","habitat","habitat",100,"correct","correct","A1_B1"
1,39301,"orange","tree","tree",100,"correct","correct","trial"
1,39301,"orphan","educate","educate",100,"correct","correct","A1_B2"
1,39301,"pageant","banking","banking",100,"correct","correct","A2_B2"
1,39301,"pigeon","IDK","frontier",18,"wrong","wrong","A1_B1"
1,39301,"poised","flyer","flyer",100,"correct","correct","A1_B2"
1,39301,"proposal","IDK","venom",0,"wrong","wrong","A1_B1"
1,39301,"publicity","venom","upon",22,"wrong","wrong","A2_B1"
1,39301,"publish","donation","donation",100,"correct","correct","A2_B1"
1,39301,"sacred","natives","natives",100,"correct","correct","A2_B2"
1,39301,"sewer","IDK","mischief",18,"wrong","wrong","A2_B1"
1,39301,"surgical","IDK","vitamin",20,"wrong","wrong","A1_B2"
1,39301,"vessel","IDK","hairdo",44,"wrong","wrong","A1_B1"
1,39305,"adjust","IDK","prolong",0,"wrong","wrong","A2_B2"
1,39305,"anguish","striped","striped",100,"correct","correct","A2_B2"
1,39305,"apple","tree","tree",100,"correct","correct","trial"
1,39305,"banner","crack","crack",100,"correct","correct","A2_B1"
